run_id,range_id,composite,pad_accuracy,coherence,llm_corr,llm_coherence,self_direction,emotional_range,danger_score,n_scenarios
20260512T103855Z,dominance_22_25,0.6515593749676933,0.9683762553110518,0.8689426695750762,0.46079191812887454,0.7321428571428571,0.3867023578899341,0.008762812705684079,0,4
20260512T103855Z,dominance_20_23,0.6512507211020025,0.9658438370524898,0.8646069680242561,0.0,0.8500000000000001,0.39087315864236627,0.013640827610120523,0,4
20260512T103855Z,dominance_6_6,0.6510970466814994,0.9706869370958092,0.8693268787239006,0.30000000000000004,0.875,0.38440825020408187,0.0037859410854344903,0,4
20260512T103855Z,dominance_10_10,0.6503376075431162,0.9716838389061663,0.8578773913403023,0.6454972243679029,0.8964285714285714,0.3946130412415994,0.0027115935570619274,0,4
20260512T103855Z,dominance_6_7,0.6501246599250018,0.9687550846656958,0.8659462631586646,0.18257418583505539,0.8500000000000001,0.3844802610410222,0.007353670232815067,0,4
20260512T103855Z,dominance_22_22,0.6500251414280666,0.9692614810794167,0.8599317016277974,0.12171612389003689,0.7750000000000001,0.3922912251193084,0.005353416870825396,0,4
20260512T103855Z,dominance_20_31,0.6499001421362994,0.9751616039089658,0.8458531851096199,0.5501899661972759,0.7714285714285716,0.376917903044674,0.03676513242426648,0,4
20260512T103855Z,dominance_8_11,0.6497000778013726,0.9786520898524154,0.8563328245075976,0.4251396557914904,0.7928571428571429,0.36258347333041663,0.030230281816853492,0,4
20260512T103855Z,dominance_14_19,0.649533585586139,0.9778825202041888,0.8478385435065835,0.35912814541597826,0.8214285714285714,0.3627404609921297,0.04471828594131175,0,4
20260512T103855Z,dominance_20_21,0.6494360364635927,0.9660353635006287,0.871249347912829,,0.8500000000000001,0.3723114423860525,0.01604798874418043,0,4
20260512T103855Z,dominance_16_16,0.6492971538957706,0.9692204141291902,0.8625857251483018,0.04871266500562519,0.7750000000000001,0.38411424956347195,0.007546887117777508,0,4
20260512T103855Z,dominance_8_9,0.6491614719819314,0.9715661619285914,0.8510484750964511,0.24862261127981414,0.8000000000000002,0.3915933226024191,0.011297952737094611,0,4
20260512T103855Z,dominance_14_17,0.6490514752664149,0.9794830492378612,0.8636971505118278,0.4322912627189026,0.8214285714285714,0.3455436026183709,0.035122698778559516,0,4
20260512T103855Z,dominance_14_15,0.6483523459457459,0.9670108033181861,0.8429511979506865,-0.0865641242132272,0.7714285714285716,0.3965879687676165,0.022389847430136948,0,4
20260512T103855Z,dominance_24_27,0.6480516064131612,0.9726311121772839,0.8704142749201125,0.23077452926338618,0.7892857142857144,0.3559178640166389,0.017799803902026297,0,4
20260512T103855Z,dominance_8_15,0.6479989557343371,0.9785731126260742,0.8326405914371809,0.42576474448083995,0.8464285714285715,0.3616634651082316,0.06089523661426392,0,4
20260512T103855Z,dominance_22_29,0.6477327061900569,0.9757688285192099,0.834417022809089,0.6676590167185665,0.7785714285714286,0.3832979516310608,0.03309960657869203,0,4
20260513T120049Z,dominance_22_23,0.6477093637714406,0.9672088450691836,0.8592566371330179,0.1,0.8999999999999999,0.38285505451464663,0.009270691249051471,0,4
20260512T103855Z,dominance_4_9,0.6476108464033711,0.975469628137448,0.8593704888371462,0.5041537326586641,0.8392857142857142,0.362914980661919,0.018555033200861316,0,4
20260512T103855Z,dominance_12_17,0.6471474712492516,0.9783146519455813,0.8459848867991544,0.7356710645910127,0.8250000000000001,0.3642810124764808,0.030572695637115364,0,4
20260512T103855Z,dominance_20_20,0.6461351320083634,0.9656793310193966,0.8611278335887567,-0.8215838362577491,0.8500000000000001,0.3737295908972107,0.011932952833844962,0,4
20260512T103855Z,dominance_6_13,0.6456615014091787,0.9790875238536435,0.8331788840366973,0.822976127728275,0.7785714285714286,0.3582479244325614,0.04949858810987416,0,4
20260512T103855Z,dominance_10_13,0.6451524530028411,0.978899632334274,0.8509485586723021,0.3946958159080208,0.8035714285714286,0.3428537703466356,0.03772949509914749,0,4
20260512T103855Z,dominance_14_14,0.6451313351509148,0.9676672153540129,0.8572979094691547,-0.12171612389003693,0.9,0.37004579569424495,0.01322933682321217,0,4
20260512T103855Z,dominance_18_18,0.6441221764966614,0.9667891465429289,0.8512136378737215,0.8215838362577491,0.8500000000000001,0.374746074203694,0.01280393716631529,0,4
20260512T103855Z,dominance_8_13,0.6440550897671756,0.9796566959787563,0.8495345858977297,0.7433406324726247,0.7571428571428572,0.3313222677087806,0.04736314653761747,0,4
20260512T103855Z,dominance_14_25,0.6433654813622045,0.9814606626039597,0.8089491880990549,0.5540528274370463,0.6964285714285714,0.38000201218166085,0.04235356655800206,0,4
